,RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,From_OSMID,To_OSMID,Adj_Mat_id,WktGeom,street,fromSt,toSt,Direction
606,12562,Manhattan,2010,5,11,14,0,49,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
607,12562,Manhattan,2010,5,11,14,15,37,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
608,12562,Manhattan,2010,5,6,2,30,2,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
609,12562,Manhattan,2010,5,6,2,45,2,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
610,12562,Manhattan,2010,5,6,3,0,4,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
611,12562,Manhattan,2010,5,6,3,15,4,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
612,12562,Manhattan,2010,5,11,15,0,49,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
613,12562,Manhattan,2010,5,6,3,45,6,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
614,12562,Manhattan,2010,5,7,14,15,37,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
615,12562,Manhattan,2010,5,7,11,0,38,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
616,12562,Manhattan,2010,5,7,11,15,44,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
617,12562,Manhattan,2010,5,7,11,30,34,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
618,12562,Manhattan,2010,5,12,21,15,14,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
619,12562,Manhattan,2010,5,12,21,0,24,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
620,12562,Manhattan,2010,5,12,20,45,29,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
621,12562,Manhattan,2010,5,12,20,30,35,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
622,12562,Manhattan,2010,5,11,20,45,34,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
623,12562,Manhattan,2010,5,12,20,0,33,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
624,12562,Manhattan,2010,5,12,19,45,53,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
625,12562,Manhattan,2010,5,12,19,30,46,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
626,12562,Manhattan,2010,5,12,19,15,46,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
627,12562,Manhattan,2010,5,12,19,0,40,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
628,12562,Manhattan,2010,5,8,0,45,19,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
629,12562,Manhattan,2010,5,8,0,30,17,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
630,12562,Manhattan,2010,5,8,0,15,22,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
631,12562,Manhattan,2010,5,8,0,0,19,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
632,12562,Manhattan,2010,5,7,23,45,20,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
633,12562,Manhattan,2010,5,7,7,0,12,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
634,12562,Manhattan,2010,5,7,23,15,28,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
635,17759,Manhattan,2014,7,30,4,30,4,34526,42428068,42431019,75,POINT (-73.98141344921635 40.784007249005775),WEST END AV,W 78 ST,W 79 ST,NB
636,17759,Manhattan,2014,7,30,4,15,4,34526,42428068,42431019,75,POINT (-73.98141344921635 40.784007249005775),WEST END AV,W 78 ST,W 79 ST,NB
637,17759,Manhattan,2014,7,30,4,0,3,34526,42428068,42431019,75,POINT (-73.98141344921635 40.784007249005775),WEST END AV,W 78 ST,W 79 ST,NB
638,17759,Manhattan,2014,7,30,3,45,4,34526,42428068,42431019,75,POINT (-73.98141344921635 40.784007249005775),WEST END AV,W 78 ST,W 79 ST,NB
639,17759,Manhattan,2014,7,30,3,30,4,34526,42428068,42431019,75,POINT (-73.98141344921635 40.784007249005775),WEST END AV,W 78 ST,W 79 ST,NB
640,17759,Manhattan,2014,7,30,3,15,4,34526,42428068,42431019,75,POINT (-73.98141344921635 40.784007249005775),WEST END AV,W 78 ST,W 79 ST,NB
641,17759,Manhattan,2014,7,30,3,0,5,34526,42428068,42431019,75,POINT (-73.98141344921635 40.784007249005775),WEST END AV,W 78 ST,W 79 ST,NB
642,17759,Manhattan,2014,7,30,2,45,3,34526,42428068,42431019,75,POINT (-73.98141344921635 40.784007249005775),WEST END AV,W 78 ST,W 79 ST,NB
643,17759,Manhattan,2014,7,30,2,30,7,34526,42428068,42431019,75,POINT (-73.98141344921635 40.784007249005775),WEST END AV,W 78 ST,W 79 ST,NB
644,12562,Manhattan,2010,5,9,11,15,31,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
645,12562,Manhattan,2010,5,5,11,30,41,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
646,12562,Manhattan,2010,5,12,5,15,5,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
647,12562,Manhattan,2010,5,12,5,30,7,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
648,12562,Manhattan,2010,5,12,5,45,4,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
649,12562,Manhattan,2010,5,12,6,0,11,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
650,12562,Manhattan,2010,5,9,13,45,63,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
651,12562,Manhattan,2010,5,12,6,30,14,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
652,12562,Manhattan,2010,5,12,6,45,16,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
653,12562,Manhattan,2010,5,12,7,0,19,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
654,12562,Manhattan,2010,5,11,1,30,7,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
655,12562,Manhattan,2010,5,11,1,15,5,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
656,12562,Manhattan,2010,5,11,1,0,2,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
657,12562,Manhattan,2010,5,11,0,45,5,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
658,12562,Manhattan,2010,5,11,0,30,15,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
659,12562,Manhattan,2010,5,11,3,15,1,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
660,12562,Manhattan,2010,5,6,6,15,17,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
661,12562,Manhattan,2010,5,6,6,0,8,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
662,12562,Manhattan,2010,5,6,5,45,9,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
663,12562,Manhattan,2010,5,6,5,30,5,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
664,12562,Manhattan,2010,5,6,23,0,27,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
665,12562,Manhattan,2010,5,6,22,45,24,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
666,12562,Manhattan,2010,5,6,22,30,30,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
667,12562,Manhattan,2010,5,6,22,15,38,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
668,12562,Manhattan,2010,5,6,22,0,30,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
669,12562,Manhattan,2010,5,6,21,45,32,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
670,12562,Manhattan,2010,5,10,1,30,1,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
671,12562,Manhattan,2010,5,6,21,15,33,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
672,12562,Manhattan,2010,5,6,21,0,37,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
673,12562,Manhattan,2010,5,6,23,15,22,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
674,12562,Manhattan,2010,5,6,20,30,44,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
675,12562,Manhattan,2010,5,6,20,15,38,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
676,12562,Manhattan,2010,5,6,20,0,44,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
677,12562,Manhattan,2010,5,6,19,45,64,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
678,12562,Manhattan,2010,5,6,19,30,46,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
679,12562,Manhattan,2010,5,6,19,15,50,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
680,12562,Manhattan,2010,5,6,19,0,46,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
681,12562,Manhattan,2010,5,6,18,45,50,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
682,12562,Manhattan,2010,5,6,21,30,34,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
683,12562,Manhattan,2010,5,11,7,30,28,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
684,12562,Manhattan,2010,5,12,3,0,3,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
685,12562,Manhattan,2010,5,11,9,30,31,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
686,12562,Manhattan,2010,5,10,1,45,6,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
687,12562,Manhattan,2010,5,11,9,0,48,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
688,12562,Manhattan,2010,5,11,8,45,27,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
689,12562,Manhattan,2010,5,11,8,30,32,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
690,12562,Manhattan,2010,5,11,8,15,48,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
691,12562,Manhattan,2010,5,11,8,0,33,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
692,12562,Manhattan,2010,5,11,7,45,18,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
693,12562,Manhattan,2010,5,11,0,0,6,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
694,12562,Manhattan,2010,5,11,7,15,20,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
695,12562,Manhattan,2010,5,11,7,0,14,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
696,12562,Manhattan,2010,5,11,6,45,17,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
697,12562,Manhattan,2010,5,11,6,30,24,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
698,12562,Manhattan,2010,5,11,9,15,36,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
699,12562,Manhattan,2010,5,7,0,15,10,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
700,12562,Manhattan,2010,5,7,0,0,18,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
701,12562,Manhattan,2010,5,6,23,45,8,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
702,12562,Manhattan,2010,5,6,23,30,22,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
703,12562,Manhattan,2010,5,11,4,15,3,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
704,12562,Manhattan,2010,5,10,18,45,40,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
705,12562,Manhattan,2010,5,10,21,30,16,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
706,12562,Manhattan,2010,5,11,6,0,9,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
707,12562,Manhattan,2010,5,11,5,45,20,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
708,12562,Manhattan,2010,5,11,5,30,2,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
709,12562,Manhattan,2010,5,11,5,15,1,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
710,12562,Manhattan,2010,5,11,5,0,4,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
711,12562,Manhattan,2010,5,11,4,45,6,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
712,12562,Manhattan,2010,5,11,4,30,7,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
713,12562,Manhattan,2010,5,10,19,0,28,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
714,12562,Manhattan,2010,5,11,4,0,2,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
715,12562,Manhattan,2010,5,11,3,45,2,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
716,12562,Manhattan,2010,5,11,3,30,7,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
717,12562,Manhattan,2010,5,11,0,15,7,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
718,12562,Manhattan,2010,5,11,3,0,2,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
719,12562,Manhattan,2010,5,11,2,45,4,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
720,12562,Manhattan,2010,5,11,2,30,0,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
721,12562,Manhattan,2010,5,11,2,15,6,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
722,12562,Manhattan,2010,5,11,2,0,3,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
723,12562,Manhattan,2010,5,11,6,15,18,164893,1061531597,42443332,79,POINT (-73.98086598993586 40.77657688613068),W 71ST ST E/O AMSTERDAM AVE/BROADWAY,COLUMBUS AV,BROADWAY,WB
724,12563,Manhattan,2010,5,9,9,15,112,34498,42428634,1061531448,82,POINT (-73.98208696443285 40.77840315565992),BROADWAY N/O W 71ST ST,AMSTERDAM AV,W 72 ST,SB
725,12563,Manhattan,2010,5,9,6,30,58,34498,42428634,1061531448,82,POINT (-73.98208696443285 40.77840315565992),BROADWAY N/O W 71ST ST,AMSTERDAM AV,W 72 ST,SB
726,12563,Manhattan,2010,5,9,6,45,62,34498,42428634,1061531448,82,POINT (-73.98208696443285 40.77840315565992),BROADWAY N/O W 71ST ST,AMSTERDAM AV,W 72 ST,SB
727,17754,Manhattan,2014,7,26,18,15,158,34542,42422592,42431019,28,POINT (-73.98190147817162 40.78466414146168),W 79 ST,RIVERSIDE DR/HHP NB EN W 79 ST WB/HHP NB EXIT 10 E,WEST END AV,EB
728,17754,Manhattan,2014,7,26,18,30,160,34542,42422592,42431019,28,POINT (-73.98190147817162 40.78466414146168),W 79 ST,RIVERSIDE DR/HHP NB EN W 79 ST WB/HHP NB EXIT 10 E,WEST END AV,EB
729,17754,Manhattan,2014,7,26,18,45,128,34542,42422592,42431019,28,POINT (-73.98190147817162 40.78466414146168),W 79 ST,RIVERSIDE DR/HHP NB EN W 79 ST WB/HHP NB EXIT 10 E,WEST END AV,EB
730,17754,Manhattan,2014,7,26,19,0,154,34542,42422592,42431019,28,POINT (-73.98190147817162 40.78466414146168),W 79 ST,RIVERSIDE DR/HHP NB EN W 79 ST WB/HHP NB EXIT 10 E,WEST END AV,EB
731,17754,Manhattan,2014,7,26,19,15,144,34542,42422592,42431019,28,POINT (-73.98190147817162 40.78466414146168),W 79 ST,RIVERSIDE DR/HHP NB EN W 79 ST WB/HHP NB EXIT 10 E,WEST END AV,EB
732,17754,Manhattan,2014,7,26,19,30,114,34542,42422592,42431019,28,POINT (-73.98190147817162 40.78466414146168),W 79 ST,RIVERSIDE DR/HHP NB EN W 79 ST WB/HHP NB EXIT 10 E,WEST END AV,EB
733,17754,Manhattan,2014,7,26,19,45,148,34542,42422592,42431019,28,POINT (-73.98190147817162 40.78466414146168),W 79 ST,RIVERSIDE DR/HHP NB EN W 79 ST WB/HHP NB EXIT 10 E,WEST END AV,EB
734,17754,Manhattan,2014,7,26,20,0,140,34542,42422592,42431019,28,POINT (-73.98190147817162 40.78466414146168),W 79 ST,RIVERSIDE DR/HHP NB EN W 79 ST WB/HHP NB EXIT 10 E,WEST END AV,EB
735,12563,Manhattan,2010,5,8,16,30,163,34498,42428634,1061531448,82,POINT (-73.98208696443285 40.77840315565992),BROADWAY N/O W 71ST ST,AMSTERDAM AV,W 72 ST,SB
