ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
11,0.434438367,0.434456415,0.400624585,0.400627524,0.400623093,0.400609621,0.640908417,0.83680911,0.875637944,0.977443014,0.694944393,0.694929665,0.694936602,0.738380656,0.738375278,0.73836046,0.738366045,0.738355444,0.738344879,0.977424096,0.695000914,0.97747967,0.977492164,0.85533487
12,0.425685578,0.425692036,0.427726639,0.427728469,0.427727714,0.427724299,0.684338608,1.022061076,1.012358993,0.663965991,0.681048044,0.681043192,0.681045794,0.723614214,0.723611998,0.723608406,0.723609953,0.723605995,0.723602234,0.663954725,0.681067419,0.663979087,0.663984351,0.581003349
13,0.567584724,0.567737467,0.471914467,0.471939,0.471892493,0.471754199,0.754137448,0.633006474,0.52484446,0.783800503,0.90677369,0.90664771,0.906704888,0.963465581,0.9634227,0.963290152,0.963338789,0.963249284,0.963158713,0.783575304,0.907255456,0.784268896,0.784427029,0.686726038
14,0.511760263,0.511765264,0.599328434,0.599331589,0.599332107,0.599331577,0.958918383,0.782319679,0.906162554,0.830417575,0.818795076,0.818791933,0.818795248,0.869971433,0.869968056,0.869968414,0.869969136,0.869965766,0.869962943,0.830407698,0.818808611,0.830420001,0.830421038,0.726631525
15,0.499783321,0.499785765,0.584766127,0.584766428,0.584766086,0.584765246,0.935619735,0.825415972,0.865012974,0.622467844,0.799632223,0.799630173,0.799631174,0.84960953,0.849608726,0.849606793,0.849607546,0.849606207,0.849604721,0.622464577,0.799639819,0.622473863,0.622476013,0.544671639
16,0.436302379,0.436308411,0.456513461,0.456514266,0.456513719,0.456509878,0.730396971,0.472195693,0.390277102,0.593060399,0.698029297,0.698025041,0.698025481,0.741655236,0.741654494,0.741649445,0.741651283,0.741647843,0.7416444,0.593052517,0.698046966,0.593076889,0.593083998,0.518961491
17,0.516005299,0.516018411,0.496186307,0.49618971,0.49618935,0.496176036,0.793811487,0.833977368,0.710996325,0.749795175,0.825490575,0.825484806,0.825477945,0.877075249,0.877077131,0.877068089,0.877071758,0.877064096,0.877057454,0.749779878,0.825522218,0.749828288,0.749848872,0.656146362
18,0.385698383,0.385731227,0.473664267,0.473666449,0.473662371,0.473649785,0.757777537,0.875123286,0.639769522,0.802064624,0.616825118,0.616798068,0.616810174,0.655380469,0.655371372,0.655342969,0.655353397,0.655334239,0.655314784,0.802033844,0.616928314,0.802128169,0.802149839,0.701929233
19,0.515909956,0.516068233,0.443393815,0.443414322,0.443375537,0.44326024,0.708657502,0.778694658,0.733547401,0.589324288,0.824045186,0.823914538,0.823973749,0.875567061,0.875522624,0.875385318,0.875435872,0.87534289,0.875249015,0.588994606,0.824544311,0.5900097,0.59024084,0.516976142
20,0.46854778,0.469920647,0.635305068,0.63555908,0.635525786,0.634554419,1.010139136,0.9673097,0.795465508,0.771692214,0.737383634,0.736777524,0.736051401,0.782573818,0.782767632,0.781827118,0.782215423,0.781398272,0.780701463,0.770597725,0.74069414,0.774072488,0.775562745,0.680678517
21,0.422448888,0.422463578,0.486582373,0.486584771,0.486581221,0.486569651,0.77845377,0.650288031,0.876111486,0.678476023,0.675791195,0.675779168,0.675784772,0.718029805,0.718025494,0.718013482,0.718018141,0.718009464,0.718000782,0.678452279,0.675836874,0.678522332,0.6785381,0.593757856
22,0.500382253,0.500401708,0.476824696,0.47682695,0.47682266,0.476809562,0.762830726,0.657949011,0.513962321,0.523552171,0.800438355,0.800422274,0.800429344,0.850467772,0.850462452,0.850445561,0.850451808,0.850440375,0.850428918,0.523503314,0.800499405,0.523653638,0.523688092,0.458303686
23,0.511773866,0.512919418,0.666931254,0.666934157,0.666527517,0.66612296,1.064207461,1.116048077,0.630129571,0.617029399,0.808718945,0.807264693,0.808869173,0.86040561,0.859531451,0.858303035,0.858724689,0.858048082,0.857239283,0.615091732,0.813291164,0.620934604,0.621384968,0.546282234
24,0.469990509,0.470000583,0.316788635,0.316791113,0.316786671,0.31677308,0.506771043,0.904377787,0.916081479,0.670865689,0.751895432,0.751887096,0.751890778,0.798889914,0.798887214,0.798878556,0.798881668,0.798875906,0.798869873,0.670844537,0.751926964,0.67090971,0.670924474,0.587091976
25,0.551100983,0.552325989,0.574071027,0.574395935,0.574348807,0.573107249,0.910384765,0.846992266,0.842785594,0.795607582,0.870769922,0.870226432,0.869582911,0.924394067,0.924567165,0.923724542,0.924069738,0.923343116,0.922719097,0.794619288,0.873730652,0.797753768,0.799087628,0.701047681
26,0.634091993,0.634773469,0.645294824,0.645487199,0.645459517,0.644723307,1.027654062,0.963979175,0.929947132,0.88105464,1.008432365,1.008130324,1.007772093,1.071014905,1.071111406,1.070642629,1.070834401,1.07043069,1.070083942,0.879936841,1.010079113,0.883483228,0.884992155,0.776456754
27,0.387298947,0.387672497,0.47532546,0.475378026,0.475335029,0.475097782,0.758950365,0.79585123,0.893922044,0.537930928,0.616342357,0.616074882,0.616116621,0.654824035,0.654764897,0.65446026,0.654576056,0.654355088,0.654140964,0.537517605,0.61743995,0.538806734,0.539204488,0.472498577
28,0.366985057,0.367230486,0.370363206,0.370434697,0.370423708,0.370147582,0.590776315,0.642602437,0.754703988,0.702867951,0.584972912,0.58486352,0.584736618,0.621375664,0.621409602,0.621240417,0.621309207,0.621164252,0.621039718,0.702684906,0.585567629,0.703265114,0.703510784,0.615913748
29,0.694196286,0.693733997,0.691014633,0.691014633,0.691014633,0.691014633,1.105623412,1.133069164,1.135603529,1.129192286,1.101428915,1.09956858,1.097906035,1.167546836,1.170970938,1.170292853,1.169048503,1.168671041,1.168503718,1.129192286,1.106633588,1.129192286,1.129192286,0.988043251
30,0.454520668,0.454536741,0.4276195,0.427624317,0.427623638,0.427604765,0.68406799,0.62068534,0.694233976,0.661665313,0.727088483,0.727081171,0.727072858,0.772521118,0.772523223,0.772512183,0.772516714,0.772507172,0.772499158,0.661637417,0.727127246,0.661725857,0.661763557,0.579095383
31,0.584948426,0.585037296,0.607321864,0.607347514,0.607343746,0.60724321,0.971060065,0.952029153,0.873911998,0.882952245,0.935119061,0.935079452,0.935033678,0.993506675,0.993519184,0.993457976,0.993482598,0.993430506,0.993385688,0.882840874,0.935334171,0.883193561,0.883343222,0.773133261
32,0.694928437,0.695875812,0.692440418,0.692741995,0.692698173,0.691550975,1.10038081,1.107861373,0.896091639,0.746682381,1.103385989,1.102964298,1.102465411,1.171728557,1.171861361,1.171208861,1.171477842,1.17091275,1.170427266,0.745559353,1.105677824,0.749123515,0.750635704,0.658899711
33,0.44166367,0.442650402,0.612929225,0.612930114,0.612705454,0.612482967,0.979102329,0.795388442,0.957431737,0.644276773,0.697934211,0.696680935,0.698067212,0.742543511,0.741787505,0.740726193,0.741089687,0.740507302,0.739812224,0.642731297,0.701880683,0.647391005,0.647746929,0.568837505
34,0.527270071,0.528806279,0.501144902,0.501442473,0.501399648,0.500270175,0.794423748,0.872785024,0.885475163,0.6061387,0.829852388,0.829170504,0.828361817,0.880714915,0.880931666,0.879875195,0.880309381,0.879396206,0.878611948,0.604117328,0.833564332,0.610535531,0.613258743,0.540372961
35,0.220025342,0.220122802,0.310732455,0.310742089,0.310734356,0.310690515,0.496882169,0.656628091,0.71454485,0.471836209,0.351171156,0.351102541,0.351113951,0.373110016,0.373093052,0.373013239,0.373043458,0.372986606,0.372931498,0.471763477,0.351455956,0.471990633,0.47206114,0.413176778
36,0.542825608,0.535062839,0.416628582,0.414574096,0.415057885,0.415460901,0.677982542,0.957227328,0.896791367,0.965047627,0.900810265,0.902385214,0.903335054,0.95821947,0.96119922,0.960756318,0.955205636,0.961202239,0.966748591,0.968741614,0.897178765,0.962937137,0.960682565,0.839485256
37,0.66716211,0.664979926,0.693626565,0.693591803,0.693505278,0.693390743,1.108773498,1.022387857,1.085526752,1.008263582,1.076408439,1.075729378,1.075710743,1.143047203,1.145911074,1.146742126,1.144571228,1.145181373,1.146663258,1.008330153,1.07658953,1.007185317,1.007379324,0.880753307
38,0.431382582,0.43152509,0.624205689,0.624216013,0.624213041,0.624180454,0.998434782,0.678715255,0.938355893,0.858348916,0.689412436,0.689527476,0.689651183,0.732719511,0.732453242,0.732349736,0.732388989,0.732266319,0.73232316,0.858345608,0.689541201,0.858468784,0.858535247,0.751308435
39,0.400033274,0.401174011,0.673076768,0.673188609,0.673212957,0.672887304,1.074811711,1.133899712,1.110275718,1.002722549,0.633573402,0.633028055,0.632894718,0.670938759,0.66913905,0.666962796,0.667628149,0.665352666,0.666989757,1.001400575,0.631710878,1.003402551,1.004574893,0.880362502
40,0.519175065,0.52248411,0.556636728,0.558007925,0.558735742,0.557893515,0.884487276,0.910685292,0.841568157,0.847484387,0.820762911,0.82039527,0.819495335,0.870980641,0.869469583,0.869869786,0.871233367,0.870695468,0.868321991,0.842323816,0.821146912,0.84972376,0.850797038,0.748344409
41,0.575311776,0.575445278,0.615207219,0.615229843,0.615242261,0.615165687,0.983846386,0.926060498,0.862551143,0.656435775,0.919777787,0.919790111,0.919811673,0.977129598,0.97684457,0.976592129,0.976672839,0.976485464,0.976656656,0.65609662,0.919576078,0.656682877,0.657003211,0.575318845
42,0.707802634,0.707630127,0.708149076,0.708149076,0.708149076,0.708149076,1.133038522,1.031857713,0.994948479,1.0414389,1.12983622,1.128318624,1.12788437,1.195991862,1.195274793,1.192233145,1.192079254,1.188844312,1.192424793,1.038558778,1.126522557,1.040126935,1.04266268,0.913277038
43,0.635963421,0.636055274,0.609432552,0.609459085,0.609463447,0.609397392,0.974649832,0.7611276,0.78851009,0.874596124,1.017046997,1.017007292,1.017000708,1.080448648,1.080311944,1.080148495,1.080196506,1.080026516,1.08014606,0.874327596,1.016902905,0.874720615,0.874940862,0.765834538
44,0.307558429,0.308283505,0.527364337,0.527384134,0.527509196,0.527296272,0.842544649,0.804343658,0.96922402,0.761262872,0.489007285,0.490572834,0.491413521,0.52139594,0.518395886,0.517103931,0.517620282,0.518153619,0.5186219,0.761569821,0.488303214,0.761619274,0.76148217,0.666625084
45,0.487878586,0.493102232,0.687420167,0.687614704,0.687718172,0.687397005,1.097230528,0.923018202,1.036031056,0.88372811,0.758379403,0.769567927,0.775562985,0.818839801,0.797332138,0.78805124,0.791794249,0.795591541,0.798914602,0.886988493,0.75335281,0.887524992,0.886072723,0.778804291
46,0.567565598,0.567602731,0.421176082,0.421179182,0.421197291,0.421166334,0.673701287,0.915098566,0.879548173,0.716715834,0.907945516,0.9080247,0.908067312,0.964783461,0.96463062,0.964564032,0.964590277,0.964616482,0.964641249,0.716755608,0.907908825,0.716766068,0.716749107,0.62720309
47,0.497629227,0.497730154,0.389434836,0.389480593,0.389527351,0.38955925,0.623105241,0.902365987,0.769765973,0.785014762,0.795825507,0.795717503,0.795662718,0.845461933,0.84534674,0.845354049,0.845403061,0.84537558,0.845307807,0.784851212,0.795701905,0.784957834,0.784948222,0.686895214
48,0.43528245,0.435286663,0.497040226,0.497041515,0.497042844,0.497043459,0.795264591,1.006106907,0.90520883,0.971469055,0.69643527,0.696430811,0.696428625,0.739958382,0.739953503,0.739953935,0.739956403,0.739954916,0.739952279,0.971466146,0.696431018,0.971468425,0.971468313,0.850036142
49,0.521058118,0.523395053,0.580885215,0.581599471,0.58232866,0.582831895,0.929585084,0.881409052,1.060875355,0.857635795,0.824783738,0.822240402,0.820955855,0.873917931,0.871196962,0.87137611,0.872534935,0.871883858,0.870273513,0.854498448,0.821901508,0.8565418,0.856355875,0.750565198
50,0.558515572,0.558519875,0.538468807,0.538470515,0.53847066,0.538467461,0.861537067,0.915806862,0.847261088,0.842619112,0.893611706,0.893611012,0.893610926,0.949462514,0.949461012,0.949460822,0.949461046,0.949457799,0.949458687,0.842616562,0.893611684,0.842620589,0.84262303,0.737297099
51,0.366711075,0.366715968,0.35339065,0.353392144,0.353392722,0.353391473,0.565415351,0.565803937,0.608492336,0.664242233,0.586704669,0.586700928,0.586701236,0.623372395,0.623367075,0.623366945,0.623377944,0.623370474,0.623369428,0.664253536,0.586714905,0.664266905,0.664269943,0.581240495
52,0.478486977,0.478493794,0.377515902,0.377518811,0.377521681,0.37752336,0.604025172,0.993159086,1.059573305,0.965578285,0.765552037,0.765544772,0.765541299,0.813392288,0.813384548,0.813385115,0.813389099,0.813386674,0.813382404,0.965570783,0.76554499,0.96557675,0.965576413,0.844882872
53,0.35862275,0.358651845,0.42902526,0.429030401,0.429030636,0.429022345,0.686390661,0.562803025,0.770759468,0.686386031,0.573581496,0.573561752,0.573567689,0.609428185,0.609397506,0.609396223,0.609473737,0.60941931,0.609416865,0.686470483,0.573665945,0.686552213,0.686573135,0.600775746
54,0.536300094,0.536300188,0.526135746,0.526135782,0.526135893,0.526136071,0.841816996,0.618357965,0.669045561,0.731567377,0.858079547,0.858079383,0.858079438,0.911709432,0.911709296,0.911709377,0.911709482,0.911709313,0.911709278,0.731567168,0.85807957,0.731567369,0.731567221,0.640121649
55,0.618580899,0.618583047,0.526734604,0.526736177,0.526736659,0.526736639,0.842773617,0.999396631,1.013596558,0.859485899,0.989724849,0.989724208,0.989725023,1.051582872,1.051581583,1.051582911,1.051582913,1.051581313,1.0515803,0.859482374,0.989729942,0.859484633,0.859484761,0.752054312
56,0.422071087,0.422074244,0.429731766,0.429732467,0.429733223,0.429733887,0.687570892,0.819056271,0.681701834,0.593510849,0.675301037,0.675297605,0.675295948,0.717504058,0.717500519,0.71750069,0.717502629,0.71750159,0.717499523,0.593506179,0.675297675,0.593509888,0.593509609,0.519323209
57,0.591936592,0.591936677,0.479314799,0.479314847,0.47931516,0.479315158,0.766903779,0.708781577,0.76487624,0.627573658,0.947098134,0.947097981,0.947097911,1.006291681,1.006291442,1.006291516,1.00629161,1.006291581,1.006291487,0.627572887,0.947098089,0.627573501,0.62757336,0.549127278
58,0.413988208,0.414056815,0.550653815,0.55069323,0.550701602,0.550701363,0.881004413,0.952622303,0.975109269,0.82860733,0.662234668,0.662213228,0.66224083,0.703632776,0.703590562,0.703632134,0.703633003,0.703581197,0.703547256,0.828527551,0.662400294,0.828578434,0.828582978,0.725125426
59,0.705027228,0.705027228,0.642791381,0.64573192,0.646231661,0.646070297,1.023543343,1.033950515,1.054811842,1.122512863,1.128043565,1.128043565,1.128043565,1.198546287,1.198546287,1.198546287,1.198546287,1.198546287,1.198546287,1.103275529,1.128043565,1.121624107,1.121990586,0.985496733
60,0.484882461,0.48684333,0.495992598,0.497577096,0.497908311,0.497893041,0.791882003,0.806595476,0.902673237,0.767422289,0.771623457,0.771010897,0.771802952,0.820093029,0.818888499,0.820077342,0.820101532,0.818615905,0.817645283,0.763691949,0.776366906,0.766073482,0.7662942,0.675901141
61,0.33687769,0.336896606,0.318065644,0.318087927,0.318092582,0.318092057,0.508879452,0.453025895,0.488722395,0.568124079,0.538962215,0.538956158,0.538963781,0.57264977,0.572638194,0.572649335,0.572649612,0.572635381,0.572625929,0.568085428,0.539008243,0.568110937,0.568113435,0.497155277
62,0.571581084,0.571749949,0.587425596,0.587560936,0.587589723,0.587588816,0.939736456,0.903712156,0.800313797,0.833545221,0.914168973,0.914116339,0.914184388,0.971325491,0.971221653,0.971323986,0.971326067,0.971198248,0.971114784,0.833107585,0.914577079,0.833386518,0.833412026,0.729867565
63,0.418823304,0.418825822,0.562075301,0.562076395,0.562076992,0.562077056,0.899319137,0.713038897,0.919634031,0.671151264,0.670111734,0.670110945,0.670111949,0.711993984,0.711992411,0.711994035,0.711994036,0.711992073,0.711990846,0.67114725,0.670117826,0.671149802,0.67115002,0.587262249
64,0.585605678,0.585608057,0.409083065,0.409084166,0.409083613,0.409081571,0.65451868,0.965387748,0.944631338,0.715192662,0.936951166,0.936949415,0.936950416,0.99551093,0.995510079,0.995508717,0.995509338,0.995507895,0.995506532,0.715186503,0.936958195,0.715199809,0.715202539,0.625811476
65,0.466386694,0.466407993,0.589645094,0.589666143,0.589670725,0.589670141,0.943406731,1.001919435,0.919396212,1.036311868,0.746169453,0.746162494,0.746171059,0.792807642,0.792794691,0.792806768,0.792807167,0.79279124,0.79278072,1.036284702,0.746221227,1.036303444,1.036305308,0.906806494
66,0.426421133,0.426572038,0.482542922,0.482716357,0.48275338,0.482752423,0.77188436,0.792634759,0.816119441,0.806103882,0.681951996,0.681905127,0.681965851,0.724592694,0.724500207,0.724591239,0.72459313,0.724479477,0.724405104,0.805836669,0.682316149,0.806006753,0.806022414,0.705656791
67,0.488934888,0.48893984,0.468160246,0.468161437,0.468160914,0.468158147,0.749037265,0.712569014,0.668567962,0.813973846,0.782258686,0.782255113,0.782257019,0.831150405,0.831148691,0.831145973,0.831147245,0.831144137,0.831141385,0.813966958,0.782273447,0.813982015,0.813985099,0.712247397
68,0.398498063,0.398519414,0.537826722,0.537827143,0.537824368,0.53782117,0.860499738,0.652786715,0.721074653,0.537091134,0.637420788,0.637394366,0.637419117,0.677275638,0.677258537,0.677238484,0.677246763,0.677234921,0.677219992,0.537051616,0.63749291,0.537146819,0.537153325,0.470052821
69,0.515135562,0.515307855,0.661434722,0.661435037,0.661397191,0.661358781,1.058022033,0.642571748,0.575739015,0.628239767,0.822693279,0.822475543,0.822714813,0.874281796,0.874150886,0.873966172,0.874029543,0.873927925,0.873806952,0.62802972,0.823379612,0.628662625,0.628713542,0.550407838
70,0.423854531,0.42388088,0.553931489,0.553936397,0.553941017,0.553943594,0.886289094,0.836106516,0.958607737,0.604397104,0.678067163,0.678040078,0.678026813,0.720421095,0.72039176,0.720393368,0.72040611,0.720398911,0.720381192,0.604320807,0.678038582,0.604373119,0.60436946,0.52885503
71,0.414491737,0.414500017,0.417069339,0.417073601,0.417074241,0.417073487,0.667301538,0.836801304,0.835648386,0.734223925,0.663151278,0.663145954,0.66315147,0.704600954,0.704595439,0.704595967,0.704597092,0.70459149,0.704586794,0.734213721,0.663173925,0.734226312,0.734227355,0.642462489
72,0.414395553,0.414635417,0.492824041,0.492824596,0.492767418,0.492709113,0.788103895,0.645900012,0.687945303,0.649723625,0.660913528,0.660609366,0.66094318,0.702457224,0.70227485,0.702017874,0.702106499,0.701964391,0.701794372,0.649560457,0.661868283,0.650051507,0.650091004,0.569048987
73,0.569165474,0.569181904,0.407898253,0.407903999,0.407899458,0.407872158,0.652457496,0.915333006,0.88878747,0.755813388,0.910518549,0.910506993,0.910508903,0.967424372,0.967421486,0.967408149,0.967413122,0.967403645,0.967394461,0.755789755,0.910566371,0.75586376,0.755886798,0.661441221
74,0.337053143,0.33924176,0.482720123,0.482724931,0.482140039,0.481556844,0.768197678,0.695912194,0.763315591,0.79912677,0.519963204,0.517151886,0.520241037,0.554642577,0.552961487,0.550609538,0.551429369,0.550115012,0.54852469,0.797719222,0.528698778,0.801963372,0.802290471,0.703888354
75,0.519914783,0.519934518,0.444827219,0.444827396,0.444822204,0.444816412,0.711681303,0.730797868,0.61728951,0.603606674,0.831695156,0.831670795,0.831696169,0.8836933,0.883677536,0.883657351,0.883664685,0.883653342,0.883640036,0.603579995,0.831767482,0.603651068,0.603656601,0.528232199
76,0.703768964,0.703772233,0.706304781,0.706304781,0.706304781,0.706304781,1.13008765,1.069009564,1.134667442,1.129310106,1.117287667,1.116022345,1.117062032,1.18809986,1.187822207,1.186674024,1.186778997,1.18613191,1.186207431,1.129310106,1.122419815,1.129310106,1.129310106,0.988146343
77,0.439786489,0.43979249,0.611364076,0.611364335,0.611364092,0.611361785,0.978166583,0.867863021,0.858217235,0.774139774,0.703610199,0.703608776,0.703612064,0.747589564,0.747582929,0.74757657,0.747578917,0.747577031,0.747575101,0.774136497,0.703624042,0.774148719,0.774151622,0.677389788
78,0.419991753,0.42038294,0.361489564,0.361579206,0.361506085,0.36109991,0.575696491,0.582199466,0.68045525,0.678040887,0.668491937,0.66821353,0.668255424,0.710229965,0.710169274,0.709850711,0.709971031,0.70974092,0.70951863,0.677607673,0.669639658,0.678958696,0.679379845,0.595189662
79,0.685210681,0.685757528,0.648124547,0.648401322,0.648362172,0.648205713,1.034905998,1.132163615,0.97766904,1.013095179,1.094275642,1.093960928,1.093918967,1.162428987,1.162100774,1.162178207,1.162568226,1.162228371,1.161892342,1.014178229,1.094407298,1.012862975,1.012829854,0.88574734
80,0.574373059,0.567654737,0.602968429,0.60282589,0.602742752,0.60294269,0.966447209,1.035144026,0.950501994,0.852157916,0.948249216,0.945243497,0.944122771,1.003479383,1.012435533,1.015442559,1.00996615,1.01324243,1.016451977,0.852668636,0.946862291,0.842012407,0.840545474,0.728246437
81,0.206099908,0.206334445,0.331551235,0.331598762,0.331615162,0.331544273,0.530108629,0.463979927,0.626954429,0.504781746,0.328813002,0.328824044,0.328782398,0.349340476,0.349222788,0.349180549,0.349316168,0.349309144,0.34920017,0.504647466,0.328934325,0.504924204,0.504960711,0.442010218
82,0.647386098,0.646009302,0.52197103,0.520671482,0.520213348,0.520819409,0.842757126,0.802407152,0.899636589,0.951762973,1.040208727,1.039203488,1.0386695,1.103899375,1.106117536,1.10690329,1.105856901,1.106350576,1.108293233,0.953038288,1.041149756,0.947964827,0.947767201,0.825828772
83,0.534041255,0.528255845,0.633340115,0.634950431,0.636629588,0.635995848,1.011390988,0.972745747,1.029047665,0.91816256,0.881881837,0.879034627,0.877037684,0.93247426,0.940808031,0.944410704,0.939348848,0.942332184,0.941973472,0.913372279,0.879830704,0.912208775,0.911575337,0.79579088
84,0.329534978,0.329697239,0.591119307,0.591165937,0.591162584,0.591142735,0.94550153,0.691261225,0.664704274,0.507754197,0.526543443,0.526466269,0.526465683,0.559369829,0.559251851,0.559248141,0.559364308,0.559329743,0.55926895,0.50751278,0.526564308,0.507968471,0.508028552,0.444787206
85,0.578652031,0.578713387,0.651725904,0.651741389,0.651744062,0.651705491,1.042503433,0.991140342,0.691368121,0.712904501,0.925512176,0.925485784,0.925481354,0.98324721,0.983155542,0.983046309,0.98307847,0.982964797,0.983044852,0.712630499,0.925415804,0.713031975,0.713257493,0.624367778
86,0.404833116,0.406665634,0.58418094,0.5845937,0.584737671,0.584109187,0.931445155,0.847675019,0.887133297,0.671272249,0.640357597,0.640486882,0.640148531,0.680255803,0.679363214,0.679046774,0.680104463,0.680090453,0.679199694,0.670160538,0.641375391,0.672491941,0.672777265,0.590110692
87,0.498868471,0.501415423,0.593347965,0.593068449,0.592037211,0.588375842,0.935506733,0.75437616,0.814425574,0.892961184,0.780466892,0.780703542,0.780878947,0.829971289,0.826836554,0.824545876,0.827112222,0.830631727,0.831851009,0.89460171,0.787435791,0.897777288,0.897502856,0.789765501
88,0.490927476,0.493312448,0.553928093,0.554767773,0.555184669,0.554015004,0.880953414,0.955753527,0.97321847,1.026182926,0.767886258,0.770922112,0.771125866,0.81887723,0.819417875,0.816444088,0.819248841,0.817662472,0.817305003,1.025457245,0.769941766,1.028345179,1.028900921,0.901348501
89,0.668530714,0.669836735,0.6676026,0.668065476,0.668221683,0.667984067,1.065858935,1.101664023,1.11160969,1.086014636,1.065072435,1.064842839,1.064553849,1.131359322,1.130535692,1.130653093,1.13144453,1.130788717,1.129736171,1.08521477,1.065422483,1.086451321,1.086667198,0.951514006
90,0.550561714,0.55064445,0.428844064,0.428859547,0.428868108,0.428815318,0.685816415,0.806661592,0.899171971,0.525888836,0.880450476,0.880457969,0.880471162,0.935394498,0.935217573,0.935060487,0.93511044,0.934993881,0.935100636,0.525647331,0.880324673,0.526064186,0.526292646,0.460819855
91,0.441600929,0.442046397,0.49444634,0.49446466,0.494587213,0.494379493,0.789911282,0.826673988,0.698162137,0.605363751,0.704660429,0.705634627,0.706158246,0.749836247,0.747975718,0.747174364,0.747491131,0.747825948,0.748120437,0.605844235,0.704221149,0.605918453,0.605703216,0.530500959
92,0.569677898,0.570978387,0.669395629,0.669622255,0.669672006,0.66899976,1.066687771,0.927659706,0.999530463,0.971400908,0.904059239,0.903456616,0.903317023,0.958022845,0.955941745,0.953437879,0.954191261,0.951606681,0.953499816,0.969260428,0.901908794,0.972502186,0.97440172,0.85480439
93,0.552825241,0.552842898,0.540253027,0.540256986,0.540259071,0.540249551,0.864343396,0.787016449,0.881530066,0.614723679,0.884431575,0.884432384,0.884434175,0.939692908,0.939660301,0.939632864,0.939642992,0.939621947,0.93963858,0.614687189,0.884410135,0.614749005,0.614779926,0.537977457
94,0.601206956,0.60451748,0.658329686,0.658940211,0.659066594,0.658731486,1.049791417,1.063543385,1.061197745,1.115013025,0.951967118,0.951596232,0.950695124,1.010378639,1.008849879,1.009242349,1.010616736,1.010060401,1.007680019,1.114289005,0.952345711,1.115438948,1.115624064,0.976805848
95,0.41357721,0.413584335,0.329743199,0.329745799,0.329746831,0.329744083,0.52757528,0.536321685,0.641497706,0.639497886,0.661700724,0.66169759,0.661696269,0.70305476,0.703050439,0.703050441,0.703051667,0.703047875,0.703047039,0.639490633,0.661697945,0.639497608,0.639499537,0.559565945
