NodeID,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0.381511576339812,0.380971641947388,0.396353998379082,0.395874378804259,0.39577277092024,0.395775930557842,0.634677820468604,0.585253245488322,0.580493996477456,0.607527389990912,0.611571970027768,0.611740288516283,0.611522339826196,0.649728161941198,0.650059943720941,0.649733209627394,0.649726414605524,0.650134940544666,0.65040198365572,0.608389443930403,0.610266999690794,0.607840286503278,0.607789921989902,0.530570903619324
2,0.492540051774508,0.487808514412263,0.592345407695437,0.588352545743955,0.587503969233851,0.587529815118549,0.952007260486132,0.85698034583332,0.881001004401162,0.745182308309579,0.798169142473195,0.799643821112553,0.797734550140392,0.847467412284809,0.850373300411542,0.847510861095869,0.847451222309682,0.851029689877165,0.853367482623339,0.754648027727765,0.786736187030352,0.748618948596165,0.748065942150726,0.640879376193244
3,0.434793732957882,0.434788414533508,0.513299853453815,0.513294528758457,0.513293682335124,0.513293866477241,0.821285706741093,0.763535487658222,0.827364416995253,0.728292854828017,0.695681657321948,0.695683281418717,0.695681115232377,0.739161019076211,0.739164187896952,0.739161181005661,0.739161169438137,0.739165118991959,0.739167704232175,0.728307602321645,0.69566876423313,0.72829778005536,0.728296882713635,0.637238404280005
4,0.541935541042191,0.541913908728583,0.607131877760582,0.607114331283099,0.60711075357912,0.607110896348503,0.971429818988884,1.0947526574179,1.00819393740484,1.06961839598279,0.8671433363531,0.867149954167627,0.867141137399511,0.921336955123558,0.921350221842141,0.921337128738835,0.921336871261535,0.921353294045619,0.92136408748547,1.06966365547843,0.867090755126252,1.06963480128481,1.06963214759344,0.93586270484625
5,0.463456903455874,0.463456436391181,0.64064068735129,0.640640394019187,0.640640455826541,0.640640458917411,1.02502533004515,0.812514982791888,0.798433707293262,0.854018878772193,0.741532202173265,0.741532386629124,0.741532128624618,0.78787780882214,0.787878118024231,0.787877828243564,0.787877889252478,0.787878295901691,0.787878529136001,0.854019104564953,0.741530968449198,0.854018836732753,0.854018822176107,0.747265970397051
6,0.460561929133869,0.46056181009052,0.545267020841103,0.545266931997822,0.545267199382231,0.545267228685063,0.87242814294226,0.874185518680431,0.591443719717495,0.768433790403761,0.736900193204633,0.73690016120829,0.73690009212766,0.782956314195463,0.782956402615701,0.782956454325575,0.782956501917171,0.782956531588777,0.782956642879042,0.768433977792121,0.736899766915931,0.768433609688419,0.768433352994562,0.672379017054779
7,0.450153440892034,0.450149565772337,0.511337647471411,0.511335932421267,0.511335610989898,0.511335818405415,0.81814263494681,0.806053770686739,0.797139594014197,0.672435360415276,0.72025353523668,0.720254509159949,0.720253084943362,0.765268781506947,0.765271116091924,0.76526877189474,0.765268814410312,0.76527164933264,0.765273528129054,0.672439337606695,0.720244369749223,0.672436745256038,0.672436444505488,0.588376088068102
8,0.386877464248003,0.386876801445537,0.348034741621708,0.348034506207255,0.348034586007712,0.348034609258546,0.55685629464995,1.03391103695757,1.03108881458094,0.628294235630663,0.619005657923516,0.619005722821249,0.619005598278702,0.657693348178502,0.657693684106847,0.657693469403754,0.657693452254973,0.657693887628934,0.657694221887921,0.628295223863442,0.619004092707246,0.628294409739167,0.628294231897905,0.549756048540737
9,0.297123291031782,0.297121303507577,0.418558713718958,0.418557157642201,0.418557061895343,0.418557266528273,0.669695401761683,0.544230556888697,0.830748580275596,0.749671778155415,0.475401397532424,0.47540206639362,0.475401204612459,0.505113689286904,0.50511490372222,0.505113827368352,0.505113775323289,0.505115141361729,0.505116273010176,0.74967537522401,0.475396666126123,0.749672986967181,0.749672766448312,0.655958461762899
10,0.598692935659037,0.598692713751914,0.535096634441507,0.535096535167624,0.535096808093464,0.535096850365041,0.856155647619751,1.01572300550306,1.02337886007909,0.889745751085564,0.957910898185634,0.957911033306408,0.957910963972187,1.01778027563798,1.01778037158997,1.01778052873377,1.01778048204699,1.01778061652541,1.01778075217539,0.889746025615984,0.957910055711856,0.889745286170996,0.889745075584853,0.778526581126481
